"","Filtros"
"Cancelada","Não"
"Operação","S - Venda"

"Documento","Código Produto","Cancelada","Operação","Valor item NF","Valor Total Item","Desconto Item","Plano de Pagamento","Qtde Item","Descrição Produto","Linha Produto","Setor Produto","Aprovador Desconto"
"33121","17253","Não","S - Venda","23,25","23,25","0,00","DINHEIRO","1,00","Soda Caustica 1Kg Rodoquimica","Acessorios de Ferragem","Ferragem","(blank)"
"33121","14133","Não","S - Venda","12,75","12,75","0,00","DINHEIRO","1,00","Balde Plast Jaguar 7.5l Translu","Lavanderia","Lavanderia","(blank)"
"33121","15674","Não","S - Venda","11,00","11,00","0,00","DINHEIRO","1,00","Balde 8.8l Green Sort Bdg-88","Lavanderia","Lavanderia","(blank)"
"33122","9281","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","2,00","Dori Bala Gomets Goma Minhoca Frutas 150Gr","Caixas","Caixas","(blank)"
"33122","9245","Não","S - Venda","8,50","8,50","0,00","DINHEIRO","2,00","Dori Gelatina Urso 60g","Caixas","Caixas","(blank)"
"33122","9279","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Dori Bala Gomets Goma Coracao 150Gr","Caixas","Caixas","(blank)"
"33122","16824","Não","S - Venda","10,50","10,50","0,00","DINHEIRO","2,00","Espatula Lisa 32cm Stolf","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33122","16820","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","2,00","Colher Oval 24cm","Bazar","Bazar","(blank)"
"33122","16059","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","4,00","Cola Bastao 09g","Acessorios Escolares","Escolar/escritorio","(blank)"
"33122","15044","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","6,00","Borracha Leoeleo 60 Br","Acessorios Escolares","Escolar/escritorio","(blank)"
"33122","4840","Não","S - Venda","12,50","12,50","0,00","DINHEIRO","10,00","Lapis Grafite 2B Ecolapis Sext Faber Castell","Acessorios Escolares","Escolar/escritorio","(blank)"
"33122","9792419","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","2,00","Tesoura Escolar 13cm Cabo Pt","Acessorios Escolares","Escolar/escritorio","(blank)"
"33122","18724","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Tabela Periodica Escolar","Livros","Escolar/escritorio","(blank)"
"33122","2236","Não","S - Venda","13,25","13,25","0,00","DINHEIRO","1,00","Cad Univ Cd 1m 96Fls D +","Cadernos","Escolar/escritorio","(blank)"
"33122","4877","Não","S - Venda","36,25","36,25","0,00","DINHEIRO","1,00","Canetinha Vai e Vem 12 Cores","Acessorios Escolares","Escolar/escritorio","(blank)"
"33123","6915","Não","S - Venda","11,25","11,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Cad Univ Cd 1m 80 Fls Sport Fsc","Cadernos","Escolar/escritorio","(blank)"
"33123","15234","Não","S - Venda","1,00","1,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Caneta Esf Simple Media Vermelha Jocar Office","Acessorios Escolares","Escolar/escritorio","(blank)"
"33123","15232","Não","S - Venda","1,00","1,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Caneta Esf Simple Media Azul Jocar Office","Acessorios Escolares","Escolar/escritorio","(blank)"
"33124","6915","Não","S - Venda","11,25","11,25","0,00","DÉBITO - REDE CARD","1,00","Cad Univ Cd 1m 80 Fls Sport Fsc","Cadernos","Escolar/escritorio","(blank)"
"33125","10674","Não","S - Venda","6,50","6,50","0,00","DÉBITO - REDE CARD","1,00","Cortina Box Plast-Leo 1.35x1.8 Est","Bazar","Bazar","(blank)"
"33126","9793696","Não","S - Venda","17,25","17,25","0,00","QR LINX - PIX","1,00","Caneta Marca Texto Bic Brite Liner 4 Cores Tons Pastel","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","9792435","Não","S - Venda","0,75","0,75","0,00","QR LINX - PIX","1,00","Lapis Hb Grafite Onda Hey Hey Reis C/Borracha","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","1375","Não","S - Venda","8,25","8,25","0,00","QR LINX - PIX","1,00","Caneta Esf 061 Ice Az ICE/AZ","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","9817","Não","S - Venda","1,50","1,50","0,00","QR LINX - PIX","1,00","Caneta Esf 1.0mm Cis Scrit Vm","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","30553","Não","S - Venda","2,00","2,00","0,00","QR LINX - PIX","1,00","Caneta Esf Tik Tak Clip 0.7mm","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","4894","Não","S - Venda","4,50","4,50","0,00","QR LINX - PIX","1,00","Caneta Marca Texto Faber-Castell Am","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","4897","Não","S - Venda","4,50","4,50","0,00","QR LINX - PIX","1,00","Caneta Marca Texto Faber-Castell Rs","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","4886","Não","S - Venda","7,75","7,75","0,00","QR LINX - PIX","1,00","Caneta Esf 1.0 Preta Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","428552","Não","S - Venda","1,50","1,50","0,00","QR LINX - PIX","1,00","Caneta Esf Cristal Bic Fina Az","Acessorios Escolares","Escolar/escritorio","(blank)"
"33126","428521","Não","S - Venda","1,50","1,50","0,00","QR LINX - PIX","1,00","Caneta Esf Cristal Bic Fina Pt","Acessorios Escolares","Escolar/escritorio","(blank)"
"33127","7250","Não","S - Venda","4,50","4,50","0,00","QR LINX - PIX","1,00","Sprite Lemon Fresh Pet 510ml","Bebidas","Bebidas","(blank)"
"33127","15396","Não","S - Venda","21,50","21,50","0,00","QR LINX - PIX","1,00","Resistencia Ideale Plus 6800w 220v","Chuveiros e Aquecedores","Elétrica","(blank)"
"33128","7241","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Agua Crystal Pet 500ml C/gas","Bebidas","Bebidas","(blank)"
"33129","29909","Não","S - Venda","10,75","10,75","0,00","DINHEIRO","1,00","Desentupidor Borracha Ralos Sanitários 10/8cm","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"33129","24906","Não","S - Venda","23,90","23,90","0,00","DINHEIRO","1,00","Lampada Led Avant Br 09w 6500k Bivolt 6un","Lampadas","Elétrica","(blank)"
"33129","15661","Não","S - Venda","15,00","15,00","0,00","DINHEIRO","2,00","Organizador 3.75ml Giplas Quad Alto Home Sort Pqah-40","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33129","14201","Não","S - Venda","5,75","5,75","0,00","DINHEIRO","1,00","Porta Detergente Jaguar","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33129","11366","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","1,00","Cesto Prendedor Roupa Dpg 017","Lavanderia","Lavanderia","(blank)"
"33129","9792641","Não","S - Venda","19,00","19,00","0,00","DINHEIRO","1,00","Forma Pizza 36cm CM36","Panelas e Afins","Utilidades Domesticas","(blank)"
"33129","15590","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Pote 4l Giplas Red Alto Sort Pm-40","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33129","10128","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","1,00","Acucareiro/farinheiro 480ml Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33129","2773","Não","S - Venda","78,50","78,50","0,00","DINHEIRO","1,00","Faqueiro Tramontina Ipanema Vm 24 Pcs","Talheres de Mesa","Utilidades Domesticas","(blank)"
"33130","25576","Não","S - Venda","21,25","21,25","0,00","DÉBITO - REDE CARD","1,00","Guia Retratil 3M Zein","Pet","Pet","(blank)"
"33131","23187","Não","S - Venda","29,50","29,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Banheira 20l Cajovil Az Bebe","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33131","9789479","Não","S - Venda","28,25","28,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Chinelo Fem Eva Sn0945 Estrela D01","Bazar","Bazar","(blank)"
"33132","10128","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","1,00","Acucareiro/farinheiro 480ml Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33132","5510","Não","S - Venda","30,50","30,50","0,00","DINHEIRO","2,00","Plugue T 2P + T 10A 250V Br","Residencial","Elétrica","(blank)"
"33132","9793020","Não","S - Venda","36,25","36,25","0,00","DINHEIRO","1,00","Extensao 10m Pl 2p 0.75mm 220v Pt Megatron","Residencial","Elétrica","(blank)"
"33132","5486","Não","S - Venda","9,49","9,49","0,00","DINHEIRO","1,00","Pino T 2p 10a/250v Pt","Residencial","Elétrica","(blank)"
"33132","10537","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","1,00","Garrafa Esport Abre Facil Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33132","10497","Não","S - Venda","11,00","11,00","0,00","DINHEIRO","1,00","Pulverizador Sanremo 580ml Plast Transp","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33133","10521","Não","S - Venda","10,00","10,00","0,00","BANRICOMPRAS 3X TEF","1,00","Borrifador 350ml Sanremo Plast","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33133","18421","Não","S - Venda","26,50","26,50","0,00","BANRICOMPRAS 3X TEF","1,00","Perfume Avipet Clean 120ml Lavander Avi236","Pet","Pet","(blank)"
"33133","10511","Não","S - Venda","13,25","13,25","0,00","BANRICOMPRAS 3X TEF","1,00","Forma Picole Sanremo Plast SR328/555","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33133","29891","Não","S - Venda","13,50","13,50","0,00","BANRICOMPRAS 3X TEF","1,00","Esponja Soft P/Banho C/Cabo","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"33134","11748","Não","S - Venda","137,50","137,50","0,00","DÉBITO - REDE CARD","1,00","Escorredor De Loucas Pt Fosco","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33135","14164","Não","S - Venda","8,25","8,25","0,00","DINHEIRO","1,00","Ralador C Pote Aparador","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33136","9793745","Não","S - Venda","16,50","16,50","0,00","DINHEIRO","2,00","Vidro Conserva 830ml S/Tampa 9805","Loucas de Servir","Utilidades Domesticas","(blank)"
"33136","9793742","Não","S - Venda","6,00","6,00","0,00","DINHEIRO","1,00","Vidro Conserva 600ml S/Tampa 9602","Loucas de Mesa","Utilidades Domesticas","(blank)"
"33136","277266","Não","S - Venda","35,00","35,00","0,00","DINHEIRO","20,00","Tampa Vidro Conserva Br/Pt Simp Br-1 74","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33136","242707","Não","S - Venda","17,50","17,50","0,00","DINHEIRO","10,00","Tampa Vidro Conserva Xadrez Br-1 74","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33137","8390","Não","S - Venda","124,75","124,75","0,00","DÉBITO - BANRISUL","1,00","Varal Chao Mor C/abas 6005","Lavanderia","Lavanderia","(blank)"
"33138","21964","Não","S - Venda","5,75","5,75","0,00","QR LINX - PIX","1,00","Espelho Retangular 12 Artplas","Moveis e Decoração","Moveis e Decoração","(blank)"
"33138","9791971","Não","S - Venda","4,50","4,50","0,00","QR LINX - PIX","2,00","Fita Isolante Anti Chama Pt 18mm 5m COD510","Acessorios de Ferragem","Ferragem","(blank)"
"33138","15043","Não","S - Venda","0,50","0,50","0,00","QR LINX - PIX","1,00","Borracha Leoeleo 40 Br","Acessorios Escolares","Escolar/escritorio","(blank)"
"33138","228695","Não","S - Venda","3,75","3,75","0,00","QR LINX - PIX","3,00","Caneta Esf Cristal Bic Az","Acessorios Escolares","Escolar/escritorio","(blank)"
"33138","4873","Não","S - Venda","2,25","2,25","0,00","QR LINX - PIX","1,00","Apontador Faber-Castell Classico","Acessorios Escolares","Escolar/escritorio","(blank)"
"33139","9793715","Não","S - Venda","86,00","86,00","0,00","CRÉDITO 2X - SENFF","1,00","Suporte Biarticulado C/ Inclinação Tv 14"" A 56"" Pt","Acessorios Tv","Elétrica","(blank)"
"33140","399203","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","4,00","Ponteira Cadeira 1 Red Int","Acessorios de Ferragem","Ferragem","(blank)"
"33140","24369","Não","S - Venda","16,75","16,75","0,00","DINHEIRO","1,00","Ponteira Moveis Metal C/ Feltro 30mm 8Pcs Bestfer","Acessorios de Ferragem","Ferragem","(blank)"
"33140","16283","Não","S - Venda","13,00","13,00","0,00","DINHEIRO","1,00","Esfregao Chao 58x78 Az 4024","Lavanderia","Lavanderia","(blank)"
"33140","8081","Não","S - Venda","28,00","28,00","0,00","DINHEIRO","1,00","Vassoura Bettanin Certa 1692","Lavanderia","Lavanderia","(blank)"
"33141","9790691","Não","S - Venda","12,75","12,75","0,00","DINHEIRO","1,00","LIXEIRA PIA FLIP PLASTICO SANREMO 2,5L","Lavanderia","Lavanderia","(blank)"
"33141","10087","Não","S - Venda","23,75","23,75","0,00","DINHEIRO","1,00","Cj Potes 160/6 165/6 170/6 3 Pcs","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33142","399395","Não","S - Venda","6,00","6,00","0,00","QR LINX - PIX","4,00","Ponteira Reforcada 5/8 Pt","Acessorios de Ferragem","Ferragem","(blank)"
"33143","29201","Não","S - Venda","16,75","16,75","0,00","DÉBITO - REDE CARD","1,00","Grampeador Mini Win Paper C/ Grampo WPG06008","Acessorios Escolares","Escolar/escritorio","(blank)"
"33143","9794168","Não","S - Venda","2,50","2,50","0,00","DÉBITO - REDE CARD","2,00","Lapis Ecolapis 1210 Max Sext 1210AZS/2","Acessorios Escolares","Escolar/escritorio","(blank)"
"33144","5600","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Fita Isolante Tramontina 19mm 10m Pt","Acessorios de Ferragem","Ferragem","(blank)"
"33144","5490","Não","S - Venda","13,98","13,98","0,00","DINHEIRO","2,00","Plugue Macho 2p + t 10a/250v Br","Residencial","Elétrica","(blank)"
"33145","16843","Não","S - Venda","89,00","89,00","0,00","DINHEIRO","1,00","Suporte P/ Papel Higienico C/ Lixeira Areia Black","Acessorios de Banheiro","Hidraulicos","(blank)"
"33146","3391","Não","S - Venda","71,25","71,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Martelo Tramontina Unha 29mm","Ferramentas Manuais","Ferragem","(blank)"
"33146","21423","Não","S - Venda","118,00","118,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Torneira Maquina Lavar 1/4 Volta 1428 C31","Pecas Frias","Hidraulicos","(blank)"
"33147","9794465","Não","S - Venda","7,00","7,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Cadarco Par 120cm Purus 192954","Bazar","Bazar","(blank)"
"33147","9791632","Não","S - Venda","11,75","11,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Fita Iolante Pt 20m 0.13x19mm","Residencial","Elétrica","(blank)"
"33148","9964","Não","S - Venda","16,50","16,50","0,00","DINHEIRO","2,00","Pote Hermético Plástico C/Rosca Sanremo 540ml","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33148","9791336","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Cad 1/8 48Fls Espiralado","Cadernos","Escolar/escritorio","(blank)"
"33148","1255","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Trident Fresh Cereja Ice","Caixas","Caixas","(blank)"
"33148","9791562","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Tesoura Escolar Pequena WPT15031","Acessorios Escolares","Escolar/escritorio","(blank)"
"33148","9794527","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Marcador Permanente Bic Vm  904392","Acessorios Escolares","Escolar/escritorio","(blank)"
"33148","5600","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Fita Isolante Tramontina 19mm 10m Pt","Acessorios de Ferragem","Ferragem","(blank)"
"33148","3313","Não","S - Venda","5,99","5,99","0,00","DINHEIRO","1,00","Chave de Fenda Toco Amarela Com Ponta Chata 3/16x1.1/2"" - Tramontina","Ferramentas Manuais","Ferragem","(blank)"
"33148","2047","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Linha Corrente Drima  00042","Caixas","Caixas","(blank)"
"33149","18786","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","2,00","Garra Bateria Nacional Pq 3409","Acessorios de Ferragem","Ferragem","(blank)"
"33149","20920","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","2,00","Boia Isopor N07 C/100 Al 45x3.3L Na1057","Camping","Camping","(blank)"
"33149","20919","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","4,00","Boia Isopor N05 Al 3.5x2.5L Na1055","Camping","Camping","(blank)"
"33149","9793671","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","8,00","Chumbada Oliva 4 8.5g","Camping","Camping","(blank)"
"33149","9793669","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","5,00","Chumbada Oliva 1 2.5g","Camping","Camping","(blank)"
"33149","23465","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","1,00","Escumadeira Italia","Talheres de Servir","Utilidades Domesticas","(blank)"
"33149","18825","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Escumadeira Inox Casa","Talheres de Servir","Utilidades Domesticas","(blank)"
"33149","9794273","Não","S - Venda","12,50","12,50","0,00","DINHEIRO","1,00","Oleo Desengripante e Anticorrosivo 300ml Dtools","Acessorios de Ferragem","Ferragem","(blank)"
"33149","8131","Não","S - Venda","9,25","9,25","0,00","DINHEIRO","1,00","Gancho C/adesivo Cj 03 Pc","Bazar","Bazar","(blank)"
"33149","9793663","Não","S - Venda","17,50","17,50","0,00","DINHEIRO","1,00","Isca Artificial 5.5cm Tecfish 5 Un Macia TFI518","Camping","Camping","(blank)"
"33149","2636","Não","S - Venda","41,50","41,50","0,00","DINHEIRO","2,00","Faca Cozinha Tramontina Plenus Cb Plast 7 Pt","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33149","9794771","Não","S - Venda","36,00","36,00","0,00","DINHEIRO","1,00","Cortina Box Peva 180X160cm Circulos Coloridos 818001","Acessorios de Banheiro","Hidraulicos","(blank)"
"33149","9325","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Semente Pimenta Chapeu de Bispo","Plantas","Jardinagem/flores","(blank)"
"33149","9320","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Semente Repolho C. de Boi Gigante","Plantas","Jardinagem/flores","(blank)"
"33149","9360","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Semente Girassol Dobrado Anao Sungold Am","Plantas","Jardinagem/flores","(blank)"
"33149","22821","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Anzol N4 Cart C/ 20 Pcs Xv1621","Camping","Camping","(blank)"
"33149","9372","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Semente Aster Da China Buque S.U. Flor","Plantas","Jardinagem/flores","(blank)"
"33149","9299","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Semente Beterraba Katrina","Plantas","Jardinagem/flores","(blank)"
"33150","29914","Não","S - Venda","14,75","14,75","0,00","DÉBITO - REDE CARD","1,00","Copo 500ml Golfinho","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"33150","9792411","Não","S - Venda","3,00","3,00","0,00","DÉBITO - REDE CARD","1,00","Cola Bastao 40g Onda","Acessorios Escolares","Escolar/escritorio","(blank)"
"33150","9793912","Não","S - Venda","10,00","10,00","0,00","DÉBITO - REDE CARD","1,00","Caneta Esf Tinta Gel Color","Acessorios Escolares","Escolar/escritorio","(blank)"
"33150","4963","Não","S - Venda","9,25","9,25","0,00","DÉBITO - REDE CARD","1,00","Cola Bastao Colorida 10g Rs OF/8110COLORS","Acessorios Escolares","Escolar/escritorio","(blank)"
"33151","9792896","Não","S - Venda","91,00","91,00","0,00","DÉBITO - REDE CARD","4,00","Jarra 1.55l Bar Colorex","Loucas de Servir","Utilidades Domesticas","(blank)"
"33152","1698","Não","S - Venda","44,99","44,99","0,00","DINHEIRO","1,00","Cj Espetos 6 Pcs 40x1.5cm Bg0006","Churrasco","Utilidades Domesticas","(blank)"
"33153","1918","Não","S - Venda","25,75","25,75","0,00","DINHEIRO","1,00","Cj Sobremesa 325ml 6 Pcs","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33153","2908","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","6,00","Colher Cha Tramontina Leme Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"33154","6736","Não","S - Venda","9,75","7,75","2,00","DINHEIRO","1,00","Bloco Desenho A4 20fls 140g/m² Br","Cadernos","Escolar/escritorio","(blank)"
"33155","9792039","Não","S - Venda","7,50","7,50","0,00","QR LINX - PIX","1,00","Cj Normografo Cristal","Acessorios Escolares","Escolar/escritorio","(blank)"
"33156","26018","Não","S - Venda","8,25","8,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Cj Costura 33 Pcs Sortido BEE1006","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"33156","2706","Não","S - Venda","5,00","5,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Colher Sobremesa Tramontina Ipanema Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"33156","14408","Não","S - Venda","7,25","7,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Pilha Alcalina Aaa C/ 2 Pcs Elgin","Caixas","Caixas","(blank)"
"33157","26584","Não","S - Venda","12,00","12,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Cj Prendedor Papel 2 Pcs WPC80086","Acessorios Escolares","Escolar/escritorio","(blank)"
"33157","396820","Não","S - Venda","8,00","8,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Placa Eva Dec Mini Poa Pt/ Br Leoarte","Papelaria","Escolar/escritorio","(blank)"
"33158","9793674","Não","S - Venda","28,75","28,75","0,00","DINHEIRO","1,00","Bandeja Sanitaria Pipi Center Pt IND109","Pet","Pet","(blank)"
"33158","10429","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Pote Sanremo Plast SR10/37","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33158","10514","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","1,00","Garrafa 500ml Sanremo Esport Abre Facil Feira","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33159","14530","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Lampada Led Br F Tkl 40 7W 6500K Taschibra","Lampadas","Elétrica","(blank)"
"33159","9791627","Não","S - Venda","3,99","3,99","0,00","DINHEIRO","1,00","Soquete Fixo E27 4A 250V Pt","Residencial","Elétrica","(blank)"
"33159","10497","Não","S - Venda","11,00","11,00","0,00","DINHEIRO","1,00","Pulverizador Sanremo 580ml Plast Transp","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33159","10514","Não","S - Venda","13,50","13,50","0,00","DINHEIRO","1,00","Garrafa 500ml Sanremo Esport Abre Facil Feira","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33160","2240","Não","S - Venda","13,25","13,25","0,00","DÉBITO - REDE CARD","1,00","Cad Univ Cd 1m 96Fls D + Fem","Cadernos","Escolar/escritorio","(blank)"
"33161","9791405","Não","S - Venda","12,00","12,00","0,00","DÉBITO - REDE CARD","1,00","Cad Univ Cd 1m 96Fls My Collection Feminino","Cadernos","Escolar/escritorio","(blank)"
"33162","15613","Não","S - Venda","44,25","44,25","0,00","DINHEIRO","3,00","Caixa Versatil Giplas 4,5L  Cv-45","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33162","15621","Não","S - Venda","78,75","78,75","0,00","DINHEIRO","7,00","Bandeja 5.5l Giplas Br Bj-55","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33163","9789840","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Aldrava Latonada 19x80","Fixadores","Ferragem","(blank)"
"33163","9188","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","10,00","Pitao C/r Mad 14x30 Bicromatizado","Fixadores","Ferragem","(blank)"
"33163","93996","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","10,00","Escapula C/r Mad 16x30 Bicromatizada","Fixadores","Ferragem","(blank)"
"33164","122665","Não","S - Venda","1,00","1,00","0,00","DINHEIRO","10,00","Bucha Pvc 06","Fixadores","Ferragem","(blank)"
"33164","447775","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","10,00","Parafuso Madeira 3.5x40 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"33164","9794389","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","2,00","Suporte Prateleira 6X8cm Ferro 0.7mm Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33165","5813","Não","S - Venda","22,00","22,00","0,00","DINHEIRO","1,00","Grampo Grampeador Rocama 106/6mm","Acessorios de Ferragem","Ferragem","(blank)"
"33166","9792708","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Pasta Aba 1/2 Oficio Alaplast Azul/Transp-Cx.60Un","Acessorios Escolares","Escolar/escritorio","(blank)"
"33167","112130","Não","S - Venda","0,50","0,50","0,00","DÉBITO - REDE CARD","1,00","Tampa Pia Dpg Polietileno 1.3/8","Pecas Frias","Hidraulicos","(blank)"
"33167","112147","Não","S - Venda","0,75","0,75","0,00","DÉBITO - REDE CARD","1,00","Tampa Pia Dpg Polietileno 1.5/8","Pecas Frias","Hidraulicos","(blank)"
"33167","16100","Não","S - Venda","35,50","35,50","0,00","DÉBITO - REDE CARD","1,00","Chinelo Europa Juv 28 29 A 42 43 Family 5","Bazar","Bazar","(blank)"
"33168","9789835","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","4,00","Mosquetao C/Trava  4x40mm 954","Acessorios de Ferragem","Ferragem","(blank)"
"33169","19761","Não","S - Venda","10,25","10,25","0,00","CF COMPRAS 01X","1,00","Coleira Couro 02 Forrada","Pet","Pet","(blank)"
"33169","279253","Não","S - Venda","7,75","7,75","0,00","CF COMPRAS 01X","1,00","Corrente Vitoria Cao N 7","Pet","Pet","(blank)"
"33169","1117","Não","S - Venda","19,75","19,75","0,00","CF COMPRAS 01X","1,00","Tampa Garrafa Term 6cm Uc202094","Chimarrao","Utilidades Domesticas","(blank)"
"33170","11048","Não","S - Venda","45,50","45,50","0,00","DINHEIRO","1,00","Refil P/filtro Vela 1686","Pecas Frias","Hidraulicos","(blank)"
"33171","128407","Não","S - Venda","8,50","8,50","0,00","DINHEIRO","2,00","Abracadeira Lacre Br 100x2.5 C/100","Fixadores","Ferragem","(blank)"
"33172","9794367","Não","S - Venda","12,75","12,75","0,00","DINHEIRO","1,00","Cj Chaves Intercambiaveis 6 Pontas/1 Cb Startools","Ferramentas Manuais","Ferragem","(blank)"
"33173","9794731","Não","S - Venda","32,50","32,50","0,00","DÉBITO - REDE CARD","1,00","Pulverizador Plastico 2L Elite","Jardim","Jardinagem/flores","(blank)"
"33174","24424","Não","S - Venda","38,00","38,00","0,00","CRÉDITO ELO 1X - REDE CARD","1,00","Antena Interna Tv Uhf/Hdtv Ai 1015","Residencial","Elétrica","(blank)"
"33175","8035","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Escova Limp Delicada Plast Novica","Lavanderia","Lavanderia","(blank)"
"33175","11724","Não","S - Venda","88,25","88,25","0,00","DINHEIRO","1,00","Suporte P/ Talheres Utensilhos","Utilidades Domesticas","Utilidades Domesticas","(blank)"
